From	To
A0A0F7KHZ0	A0A0F7KHZ0_9PROT
A0A0M3SWU1	A0A0M3SWU1_9BURK
A0A1I4K4J7	A0A1I4K4J7_9PROT
A0A1H2TZW5	A0A1H2TZW5_9PROT
A0A246FV57	A0A246FV57_9PSED
A8Y6U5	A8Y6U5_9SOLA
A0A0D5V3Q0	OBSOLETE
S7TXH0	S7TXH0_DESML
A0A1Y1R397	A0A1Y1R397_9GAMM
A0A2M6ZU21	A0A2M6ZU21_9DELT
A5DWS6	A5DWS6_LODEL
A0A168S6V2	A0A168S6V2_9CYAN
A0A0E9LXC3	A0A0E9LXC3_9BACT
A7TVV9	A7TVV9_9MONI
A0A099WTG9	A0A099WTG9_PORCN
A0A1V2J8R8	A0A1V2J8R8_PSEAZ
A0A2N7GKQ7	A0A2N7GKQ7_9VIBR
A0A1F4KJT9	A0A1F4KJT9_9BURK
A0A098TM74	A0A098TM74_9CYAN
A0A2N1U2S0	A0A2N1U2S0_9BACT
A0A257CGC0	A0A257CGC0_9BURK
A0A2G1VH31	A0A2G1VH31_9ALTE
F7K427	F7K427_9FIRM
A0A1M3F7V7	A0A1M3F7V7_9CELL
A0A136HQC6	A0A136HQC6_9GAMM
A0A1B9YTZ9	A0A1B9YTZ9_9BRAD
F0SH70	F0SH70_RUBBR
A0A0F9SGU4	A0A0F9SGU4_9ZZZZ
A0A0D6MKC6	A0A0D6MKC6_9PROT
A0A2N7VNF4	A0A2N7VNF4_9BURK
M7CQE8	M7CQE8_9ALTE
A0A0B4XI12	A0A0B4XI12_9RHIZ
A0A1C6FS51	A0A1C6FS51_9FIRM
A0A2N5NR54	A0A2N5NR54_RUMGN
A7B5C6	A7B5C6_RUMGV
F7K0G0	F7K0G0_9FIRM
C8X3W4	C8X3W4_DESRD
A0A0L7T8A8	A0A0L7T8A8_9GAMM
A0A1N7DVX6	A0A1N7DVX6_9BACI
A0A2D1I018	A0A2D1I018_9BACI
A0A1I2MZM2	A0A1I2MZM2_9GAMM
A0A1B6AQH1	A0A1B6AQH1_9ACTN
A0A0A3YU13	A0A0A3YU13_9GAMM
A0A143BCG4	A0A143BCG4_9DELT
A0A2E3M0U0	A0A2E3M0U0_9BACT
U2K820	U2K820_9PORP
A0A1B1UAI7	A0A1B1UAI7_9BRAD
A0A0A7HBP2	A0A0A7HBP2_9MONI
A0A1H5D9T1	A0A1H5D9T1_9PSED
H0J0X5	H0J0X5_9GAMM
A0A0P0RND0	A0A0P0RND0_9BURK
A0A1F8XVR4	A0A1F8XVR4_9DELT
A0A2I0Q8X7	A0A2I0Q8X7_9BACT
A0A2D5XFW0	A0A2D5XFW0_9PROT
A0A2H6B0R8	A0A2H6B0R8_9BACT
A0A1E4PNL4	A0A1E4PNL4_9BURK
A0A1M3EPJ7	A0A1M3EPJ7_9CELL
A0A151QFJ7	A0A151QFJ7_9BURK
A0A212KTH2	A0A212KTH2_9CHLA
A0A1B9VGY8	A0A1B9VGY8_9PROT
A0A2D8DHP6	OBSOLETE
A0A2H5XCT7	A0A2H5XCT7_9BACT
A0A074JNQ8	A0A074JNQ8_9PROT
A0A0B4XR79	A0A0B4XR79_9PROT
I6NM60	I6NM60_9MAGN
A0A139DHV9	A0A139DHV9_9ALTE
A0A150ZEC2	A0A150ZEC2_9BRAD
I6NQ81	I6NQ81_9MAGN
D3YI01	D3YI01_9MONI
A0A177M3M3	A0A177M3M3_METMH
A0A1X4N0M9	A0A1X4N0M9_9PROT
I6NQ76	I6NQ76_9MAGN
A0A1I2HH05	A0A1I2HH05_9BURK
A0A255I3V3	OBSOLETE
I6NQY3	I6NQY3_9MAGN
I6NQ66	I6NQ66_9MAGN
A0A126T6J6	A0A126T6J6_9GAMM
A0A177MJI4	A0A177MJI4_METMH
A0A1V5HIT0	A0A1V5HIT0_9BACT
A0A2A4HIT8	A0A2A4HIT8_9GAMM
A0A0K8N349	A0A0K8N349_9PROT
A0A1Q3QJE3	A0A1Q3QJE3_9BACT
A0A1X7FKR2	A0A1X7FKR2_PARCY
D4M6D5	D4M6D5_9FIRM
A0A2N0V4P6	A0A2N0V4P6_9GAMM
D6T1C6	D6T1C6_GARVA
A0A2G1QLY6	A0A2G1QLY6_9RHIZ
A0A1L8D4R7	A0A1L8D4R7_9THEO
Q6AJT8	Q6AJT8_DESPS
A0A2N5EWR8	A0A2N5EWR8_9PSED
A0A177X4F6	A0A177X4F6_PSEMA
A0A2N2FPY0	A0A2N2FPY0_9DELT
A0A258TTG0	A0A258TTG0_9PROT
A0A1W9N7P2	A0A1W9N7P2_9SPIO
A0A2G6KGX4	A0A2G6KGX4_9BACT
A0A2E5L5V5	A0A2E5L5V5_9PROT
A0A258K422	A0A258K422_9RHIZ
Q8SLY4	Q8SLY4_COLIR
R6CWR3	R6CWR3_9CLOT
A0A1I5VAT9	A0A1I5VAT9_9BURK
A0A1I3CMC6	A0A1I3CMC6_9PSED
A0A2N7ZA73	A0A2N7ZA73_9PSED
A0A1U9RF49	A0A1U9RF49_9GAMM
A1E8Z5	A1E8Z5_CHLEL
A0A0K0TVT0	A0A0K0TVT0_9RHIZ
A0A2N2KIH3	A0A2N2KIH3_9DELT
A0A175A945	A0A175A945_9FIRM
R6P1C5	R6P1C5_9FIRM
A0A0A2G0K6	A0A0A2G0K6_9PORP
T1DTW0	T1DTW0_9PORP
A0A2N6GQ00	A0A2N6GQ00_9BACT
A0A133YAG2	A0A133YAG2_9FIRM
A0A1N6X4B5	A0A1N6X4B5_9GAMM
B1NGP9	B1NGP9_9MONI
B1NGP6	B1NGP6_9MONI
A0A098GEM3	A0A098GEM3_TATMI
A0A2A6NRJ4	A0A2A6NRJ4_9BRAD
A0A2E3UH08	A0A2E3UH08_9RHOB
A0A2D5YXA6	A0A2D5YXA6_9PLAN
A0A1U9ZAJ0	A0A1U9ZAJ0_9MONI
A0A1G3BZJ8	A0A1G3BZJ8_9BACT
A0A2D2DH68	A0A2D2DH68_9BURK
A0A2K9NK47	A0A2K9NK47_9PROT
A0A2E5S6C5	A0A2E5S6C5_9LEPT
A1RX20	VATB_THEPD
A0A0S7DP69	A0A0S7DP69_9EURO
B1NGQ0	B1NGQ0_9MONI
A8VRR6	A8VRR6_TAICR
A0A1H3BA93	A0A1H3BA93_9GAMM
A0A287QHH7	A0A287QHH7_HORVV
A0A1B3NJJ2	A0A1B3NJJ2_9BRAD
A0A095DKX3	A0A095DKX3_9RHOB
A0A0W0SLY9	A0A0W0SLY9_9GAMM
A0A1I4DCE8	A0A1I4DCE8_9PORP
A0A1I0CMJ7	A0A1I0CMJ7_NITER
Q82T43	Q82T43_NITEU
A0A1I0ZKV4	A0A1I0ZKV4_9FIRM
A0A1T5B943	A0A1T5B943_9BACT
A0A1M6KJA5	A0A1M6KJA5_9FIRM
A0A0A0DJK1	A0A0A0DJK1_9SPIO
A8VRL9	A8VRL9_9SPER
A8VRN0	A8VRN0_9SPER
A8VRQ2	A8VRQ2_CUNLA
A8VRR7	A8VRR7_CUNLA
A0A1C7GPV7	A0A1C7GPV7_9FIRM
A0A1Z2XM15	A0A1Z2XM15_9FIRM
A0A0S8IMK2	A0A0S8IMK2_9BACT
A0A1H3WXL1	A0A1H3WXL1_9PORP
A0A1I6SGZ2	A0A1I6SGZ2_9PORP
A0A1R3T1R8	A0A1R3T1R8_9BACT
R7RYR2	R7RYR2_PUNST
A0A0U5ILC8	A0A0U5ILC8_9GAMM
A0A2E9DMM2	A0A2E9DMM2_9GAMM
A0A218LV06	A0A218LV06_ELYEL
A0A069ZXH7	A0A069ZXH7_CHLMR
Q9PLQ5	Q9PLQ5_CHLMU
A0A1Z8NXI8	A0A1Z8NXI8_9PROT
B1NGP5	B1NGP5_9MONI
A0A158QQ51	A0A158QQ51_HAEPC
B1NGM8	B1NGM8_9MONI
E2E6L4	E2E6L4_9ENTE
H0SN16	H0SN16_BRAS3
A4YNB1	A4YNB1_BRASO
A0A286C047	A0A286C047_9ENTR
A0A1D7U8E6	A0A1D7U8E6_9BRAD
A1VPQ8	ATPA2_POLNA
H0SV96	H0SV96_9BRAD
A0A127AMS2	A0A127AMS2_9DELT
A0A0P0P1E7	A0A0P0P1E7_9CAUL
A0A1R1QVD2	A0A1R1QVD2_9BRAD
A0A1U9ZAI7	A0A1U9ZAI7_9MONI
A0A1V2KDK5	A0A1V2KDK5_PSECE
A0A258ITH8	A0A258ITH8_9CAUL
A0A0M0WQY0	A0A0M0WQY0_9BACI
A0A2G4R8J8	A0A2G4R8J8_9PROT
A0A1B3DYE3	OBSOLETE
A0A2A9D6Q4	A0A2A9D6Q4_9PSED
A0A1H6BD58	A0A1H6BD58_9GAMM
A0A1I7MY65	A0A1I7MY65_9RHIZ
A0A257ZU49	A0A257ZU49_9BRAD
A0A2N6HHQ4	A0A2N6HHQ4_9BACT
A0A066PR32	A0A066PR32_9PROT
A0A1U9ZAM6	A0A1U9ZAM6_9MONI
A0A1R0MS97	OBSOLETE
A0A0R3ED36	A0A0R3ED36_9BRAD
A1E922	A1E922_OEDCA
A0A1U9ZAT1	A0A1U9ZAT1_9MONI
A0A1C5XCT8	A0A1C5XCT8_9CLOT
A0A2D6LAI1	A0A2D6LAI1_9SPIR
A0A1U9ZAM8	A0A1U9ZAM8_9MONI
A0A1U9ZAS8	A0A1U9ZAS8_9MONI
A8F8H1	A8F8H1_PSELT
A0A1C5NXS4	A0A1C5NXS4_9CLOT
A0A1U9ZAR7	A0A1U9ZAR7_9MONI
A0A1U9ZAL5	A0A1U9ZAL5_9MONI
A0A2N5NFQ5	A0A2N5NFQ5_RUMGN
A0A1V5RSX6	A0A1V5RSX6_9SPIR
A0A133XRI7	A0A133XRI7_9BACT
N2AA81	N2AA81_9CLOT
A0A2J6WM11	A0A2J6WM11_9BACT
A0A0F9SLF3	A0A0F9SLF3_9ZZZZ
A1E8Z0	A1E8Z0_9CHLO
A0A1C6E2W7	A0A1C6E2W7_9CLOT
D7GRW8	D7GRW8_9FIRM
A0A1U9ZAR9	A0A1U9ZAR9_9MONI
A0A2A4EQ29	A0A2A4EQ29_9PSED
A1E8Y3	A1E8Y3_9CHLO
A0A1Q3K157	A0A1Q3K157_9BRAD
A0A1U9ZAI3	A0A1U9ZAI3_9MONI
A0A261GN18	A0A261GN18_9GAMM
A0A1V1PH36	A0A1V1PH36_9DELT
A0A1U9ZAW7	A0A1U9ZAW7_9MONI
A0A1T5B9L2	A0A1T5B9L2_9BACT
A0A1V1UG59	A0A1V1UG59_9RHOB
A2IA21	A2IA21_9MONI
A0A0B0EPD5	A0A0B0EPD5_9BACT
A0A1F8JSR3	A0A1F8JSR3_9BACT
A0A2G2V6N9	A0A2G2V6N9_CAPBA
A0A060RDK6	A0A060RDK6_9BACT
A0A0G1BRS6	A0A0G1BRS6_9BACT
A0A1F5VPG2	A0A1F5VPG2_9BACT
A0A1G6AQG0	A0A1G6AQG0_EUBOX
A0A1G0VGC4	A0A1G0VGC4_9BACT
A0A1G1BJG5	A0A1G1BJG5_9BACT
A0A0U5AFP7	A0A0U5AFP7_9CHLO
A0A1U9ZAQ1	A0A1U9ZAQ1_9MONI
A0A1P8K6I4	A0A1P8K6I4_9BURK
A0A1I2F367	A0A1I2F367_9PROT
A0A286QJ64	A0A286QJ64_9VIRI
A1U256	A1U256_MARHV
H8WAH1	H8WAH1_MARHS
U7HSH8	U7HSH8_9ALTE
U7NCN0	U7NCN0_9ALTE
A0A1U9ZAZ3	A0A1U9ZAZ3_9MONI
A0A1U9ZAW3	A0A1U9ZAW3_9MONI
A0A1U9ZAX6	A0A1U9ZAX6_9MONI
A0A1V4UXN1	A0A1V4UXN1_9EURY
A0A2D5EDS4	A0A2D5EDS4_9ALTE
A0A1U9ZAJ9	A0A1U9ZAJ9_9MONI
A0A1U9ZAV6	A0A1U9ZAV6_9MONI
A0A1U9ZAI1	A0A1U9ZAI1_9MONI
A0A1U9ZAL1	A0A1U9ZAL1_9MONI
A0A1U9ZAN5	A0A1U9ZAN5_9MONI
A0A1U9ZAN6	A0A1U9ZAN6_9MONI
A0A1U9ZAV2	A0A1U9ZAV2_9MONI
A0A1U9ZAU4	A0A1U9ZAU4_9MONI
A0A1U9ZAI8	A0A1U9ZAI8_9MONI
A0A2E8PTE2	A0A2E8PTE2_9SPIO
A0A1U9ZAT9	A0A1U9ZAT9_9MONI
A0A1U9ZAI5	A0A1U9ZAI5_9MONI
A0A177MVJ7	A0A177MVJ7_9GAMM
B1NGN9	B1NGN9_9MONI
R5FYU1	R5FYU1_9CLOT
A0A1U9Q6B5	A0A1U9Q6B5_PSEAZ
A0A1U9ZAS3	A0A1U9ZAS3_9MONI
A0A1U9ZAW6	A0A1U9ZAW6_9MONI
A0A1U9ZAX7	A0A1U9ZAX7_9MONI
A0A1U9ZAL2	A0A1U9ZAL2_9MONI
A0A1U9ZAJ2	A0A1U9ZAJ2_9MONI
A0A1U9ZAK3	A0A1U9ZAK3_9MONI
A0A1U9ZAM2	A0A1U9ZAM2_9MONI
A0A1U9ZAP0	A0A1U9ZAP0_9MONI
A0A1I3HMM1	A0A1I3HMM1_9BRAD
A0A1U9ZAD8	A0A1U9ZAD8_9MONI
A0A1U9ZAH1	A0A1U9ZAH1_9MONI
A0A1E3V7D1	A0A1E3V7D1_9RHIZ
A0A1U9ZAQ5	A0A1U9ZAQ5_9MONI
A0A1U9ZAH0	A0A1U9ZAH0_9MONI
A0A1U9ZAJ3	A0A1U9ZAJ3_9MONI
A0A1U9ZAJ4	A0A1U9ZAJ4_9MONI
A0A1U9ZAK0	A0A1U9ZAK0_9MONI
A0A1U9ZAP6	A0A1U9ZAP6_9MONI
A0A1U9ZAP7	A0A1U9ZAP7_9MONI
A0A2G6BR22	A0A2G6BR22_9BACT
A0A1U9ZAK4	A0A1U9ZAK4_9MONI
A0A1U9ZAS1	A0A1U9ZAS1_9MONI
A0A1U9ZAW5	A0A1U9ZAW5_9MONI
A0A1R1RZA2	A0A1R1RZA2_9BACI
A0A1U9ZAV5	A0A1U9ZAV5_9MONI
W0HNL5	W0HNL5_9GAMM
A0A2D6VZY0	A0A2D6VZY0_9ALTE
A0A1U9ZAS6	A0A1U9ZAS6_9MONI
G4WXK4	G4WXK4_9MONI
A0A1U9ZAU5	A0A1U9ZAU5_9MONI
A0A1U9ZAT0	A0A1U9ZAT0_9MONI
A0A1U9ZAT3	A0A1U9ZAT3_9MONI
A0A1U9ZAU9	A0A1U9ZAU9_9MONI
A0A1U9ZAX8	A0A1U9ZAX8_9MONI
A0A1Y4V741	A0A1Y4V741_9BACE
A0A1U9ZAM9	A0A1U9ZAM9_9MONI
B2TG33	B2TG33_PARPJ
A0A1U9ZAU1	A0A1U9ZAU1_9MONI
A0A1U9ZAS5	A0A1U9ZAS5_9MONI
A0A1U9ZAR8	A0A1U9ZAR8_9MONI
A0A1U9ZAK2	A0A1U9ZAK2_9MONI
A0A1U9ZAS7	A0A1U9ZAS7_9MONI
A0A1U9ZAU3	A0A1U9ZAU3_9MONI
A0A1U9ZAK8	A0A1U9ZAK8_9MONI
A0A2E5N2V7	OBSOLETE
A0A2M9GBI1	A0A2M9GBI1_9PSED
A0A1V6AER9	A0A1V6AER9_9BACT
R7EUM2	R7EUM2_9FIRM
A0A1U9ZAI9	A0A1U9ZAI9_9MONI
A0A1U9ZAH8	A0A1U9ZAH8_9MONI
A0A2E8UXT5	A0A2E8UXT5_9MICO
A0A1U9ZAH2	A0A1U9ZAH2_9MONI
A0A0Q4TRD4	A0A0Q4TRD4_9RHIZ
A0A0Q4WXN8	A0A0Q4WXN8_9RHIZ
I2C060	I2C060_9MONI
A0A1U9ZAY6	A0A1U9ZAY6_9MONI
A0A249PIX1	A0A249PIX1_9RHIZ
Q6YNA9	Q6YNA9_9VIRI
A0A1Y6K9G8	A0A1Y6K9G8_9BRAD
A5EQJ7	A5EQJ7_BRASB
A0A0H4P1M5	A0A0H4P1M5_9BACI
A0A2I8CBU6	OBSOLETE
F1VVA4	F1VVA4_9BURK
E8X640	E8X640_GRATM
A1E8Y7	A1E8Y7_9CHLO
F6KK39	F6KK39_9BRYO
A0A1I7M6J7	A0A1I7M6J7_9BRAD
A0A0F9E7R2	A0A0F9E7R2_9ZZZZ
A0A2N2JZT3	A0A2N2JZT3_9DELT
D7D9E8	D7D9E8_STAHD
F0SH76	F0SH76_RUBBR
A0A1A9SZU0	A0A1A9SZU0_9PROT
A0A1H0SF92	A0A1H0SF92_9MICC
A0A0F5IVV5	A0A0F5IVV5_9BACT
A0A0F5IXE9	A0A0F5IXE9_9BACT
A0A0F5J0N2	A0A0F5J0N2_9BACT
A0A0J6CKN9	A0A0J6CKN9_9BACT
K5Z897	K5Z897_9BACT
S0GR69	S0GR69_9BACT
A0A0A7RFB7	A0A0A7RFB7_9LACO
A0A0R1M2B1	A0A0R1M2B1_9LACO
A0A2M7FH25	A0A2M7FH25_9BACT
A0A0W0N6B2	A0A0W0N6B2_9PSED
A0A1H1XXH3	A0A1H1XXH3_9PSED
A0A1Q5WPK3	OBSOLETE
A0A2N8CJU4	A0A2N8CJU4_9PSED
A0A291J9W9	A0A291J9W9_DELAC
F1BCG0	F1BCG0_PSEFL
A0A1R0LBY4	A0A1R0LBY4_9ACTN
A0A0J8AAQ4	A0A0J8AAQ4_9SPHN
W1S8X6	W1S8X6_9SPHN
V2YJE0	V2YJE0_9FIRM
E2NII6	E2NII6_9BACE
I6NQZ1	I6NQZ1_9MAGN
R5SFQ8	R5SFQ8_9BACE
A0A0S9E6N0	A0A0S9E6N0_9BURK
A0A1J5I0G3	A0A1J5I0G3_9BACT
A0A031HKJ5	A0A031HKJ5_9BURK
A0A1S9CBQ0	A0A1S9CBQ0_9FIRM
A0A1G3F9K2	A0A1G3F9K2_9GAMM
J3DC88	J3DC88_9BURK
A0A1B2N981	A0A1B2N981_9GAMM
A0A084RIC1	A0A084RIC1_STACH
A0A150MGP2	A0A150MGP2_9BACI
A0A137STX8	A0A137STX8_9FIRM
A1E937	A1E937_9CHLO
A0A1E4W685	A0A1E4W685_9PSED
A0A1T1HM08	A0A1T1HM08_9PSED
A0A249Q073	A0A249Q073_RHIFR
I6YXS1	I6YXS1_MELRP
A0A101GL82	A0A101GL82_9BACT
A0A1N6QEN9	A0A1N6QEN9_9BURK
A0A2D5GCB9	A0A2D5GCB9_9GAMM
A0A0F9Y0I8	A0A0F9Y0I8_9ZZZZ
A0A1F3E6Q7	A0A1F3E6Q7_9BACT
A0A1I4YVL5	A0A1I4YVL5_9GAMM
A0A2A5HEY5	A0A2A5HEY5_9ALTE
A0A257Z0L3	A0A257Z0L3_9RHOB
A0A2E0R6Y9	A0A2E0R6Y9_9BACT
A0A135HPA3	A0A135HPA3_9RHIZ
A0A246J995	A0A246J995_9BURK
A0A0N0K2V3	A0A0N0K2V3_9SPHN
A6GN32	A6GN32_9BURK
A0A088X3V3	OBSOLETE
A0A1B4A8Z0	OBSOLETE
F2IXQ3	F2IXQ3_POLGS
A0A2A6J9B8	A0A2A6J9B8_9RHIZ
A0A220RIG5	A0A220RIG5_9GAMM
H8PF78	H8PF78_9POAL
A0A0R2ZSC3	A0A0R2ZSC3_9PSED
A0A2N6H6F8	A0A2N6H6F8_9BACT
A0A1C3XGQ8	A0A1C3XGQ8_9BRAD
A0A2N6F7F7	A0A2N6F7F7_9DELT
A0A0F5IUQ4	A0A0F5IUQ4_9BACT
A0A0F5IYQ7	A0A0F5IYQ7_9BACT
A0A0F5J1N8	A0A0F5J1N8_9BACT
A0A0J6CNR2	A0A0J6CNR2_9BACT
K5ZKL4	K5ZKL4_9BACT
S0GKD6	S0GKD6_9BACT
A0A2L0RRN9	A0A2L0RRN9_9PSED
A0A2D5PCR3	A0A2D5PCR3_9GAMM
A0A1H0DR17	A0A1H0DR17_9BRAD
A0A161Q9X0	A0A161Q9X0_9FIRM
A0A1V4WGJ4	A0A1V4WGJ4_9DELT
A0A1V6CI01	A0A1V6CI01_9DELT
A0A2N1V4G5	A0A2N1V4G5_9BACT
A0A1C5LPE7	A0A1C5LPE7_9CLOT
W2DM80	W2DM80_9PSED
A0A1E3EDD8	A0A1E3EDD8_BRAEL
A0A1F3IND8	A0A1F3IND8_9BACT
A0A1F8CUB0	A0A1F8CUB0_9BACT
W8G3H8	W8G3H8_9GAMM
A0A180F7K1	A0A180F7K1_9BACT
A0A180FE33	A0A180FE33_9BACT
A0A180FKH8	A0A180FKH8_9BACT
A0A2N2T8F7	A0A2N2T8F7_9PROT
A0A1G7F2A6	A0A1G7F2A6_9BRAD
A0A1E7PYW6	A0A1E7PYW6_9ALTE
A0A1B4B1R6	OBSOLETE
A0A0D7K779	A0A0D7K779_9BURK
N2A9N5	N2A9N5_9CLOT
R9JYK4	R9JYK4_9FIRM
A0A259SWV7	A0A259SWV7_9MICO
A0A2H9U7V8	A0A2H9U7V8_9GAMM
A0A1U9ZAQ8	A0A1U9ZAQ8_9MONI
A0A1E7NFQ8	A0A1E7NFQ8_KITAU
A0A2A4X4L0	A0A2A4X4L0_9BACT
A0A2A9KC25	A0A2A9KC25_9BURK
A2IA18	A2IA18_9MONI
A0A270RHR3	OBSOLETE
A0A2A6MLP7	A0A2A6MLP7_9BRAD
G7DES7	G7DES7_BRAJP
H7C6S4	H7C6S4_BRADU
Q9ANH2	Q9ANH2_BRAJP
A0A1F6BSI4	A0A1F6BSI4_9BACT
B7B9H4	B7B9H4_9BACT
K5Z695	K5Z695_9BACT
A0A1Y3ZFY4	A0A1Y3ZFY4_9BACT
R5DNZ7	R5DNZ7_9BACT
A0A2K4ZII0	A0A2K4ZII0_9FIRM
A0A0D1NW90	A0A0D1NW90_BRAEL
A0A2K8YMP6	A0A2K8YMP6_9BRAD
A0A0S8DF16	A0A0S8DF16_9BACT
A0A1H5SQD1	A0A1H5SQD1_9BACT
A0A0A2F891	A0A0A2F891_9PORP
A0A1N6S3B6	A0A1N6S3B6_9BRAD
A0A0D1WAT4	A0A0D1WAT4_ANEMI
A0A0K2WKB9	A0A0K2WKB9_ANEMI
A0A1I6XYT2	A0A1I6XYT2_9FIRM
A0A068YV49	A0A068YV49_9BURK
A0A0M6ZNK2	A0A0M6ZNK2_9RHOB
A0A1Q6HUH0	A0A1Q6HUH0_9BACT
A7AFN4	A7AFN4_9BACT
K5ZTB7	K5ZTB7_9BACT
R6Y2Z7	R6Y2Z7_9BACT
A0A173V272	A0A173V272_9BACT
A0A174D0H4	A0A174D0H4_9BACT
B1NGQ3	B1NGQ3_9MONI
A0A180FF02	A0A180FF02_9BACT
I6NPD5	I6NPD5_9MAGN
A0A180FP62	A0A180FP62_9BACT
A0A069SCN7	A0A069SCN7_9BACT
A0A078T4X4	A0A078T4X4_9BACT
A0A0J9DE17	OBSOLETE
A0A174QBU2	A0A174QBU2_9BACT
A0A1Q6FNR3	A0A1Q6FNR3_9BACT
A0A223HLG8	A0A223HLG8_9BACT
A6LA84	A6LA84_PARD8
C7X7C3	C7X7C3_9BACT
D0T988	D0T988_9BACE
D7IQC2	D7IQC2_9BACE
E1YWW2	E1YWW2_9BACT
K6B8H8	K6B8H8_9BACT
K6BAZ6	K6BAZ6_9BACT
A0A180FUZ1	A0A180FUZ1_9BACT
A0A1X3RN16	A0A1X3RN16_9GAMM
A0A1B2I6W0	A0A1B2I6W0_9BACT
A0A221AKL7	A0A221AKL7_9BURK
A0A1Y4DHC0	A0A1Y4DHC0_9BACT
R7J955	R7J955_9BACT
A0A1I4CZ92	A0A1I4CZ92_9PROT
A0A069ITP5	A0A069ITP5_9CAUL
A0A081G2G5	A0A081G2G5_9GAMM
A0A1D2RP56	A0A1D2RP56_9BURK
R9YCX8	R9YCX8_ANAPH
W5YIY5	W5YIY5_9ALTE
A0A1V5EMD9	A0A1V5EMD9_9BRAD
R7DL60	R7DL60_9BACE
A0A0P9BER7	A0A0P9BER7_VARPD
A0A1F6I6D4	A0A1F6I6D4_9BACT
A0A120A0A9	A0A120A0A9_9BACE
A0A139LAN5	A0A139LAN5_9BACE
A0A1C6KY40	A0A1C6KY40_9BACE
I9Q7L0	I9Q7L0_9BACE
R6KAA2	R6KAA2_9BACE
U7P1N8	U7P1N8_9ALTE
A0A1V6JJ69	A0A1V6JJ69_9BACT
A0A0E3L2K4	A0A0E3L2K4_9EURY
A0A196SKE4	A0A196SKE4_BLAHN
B3C8D8	B3C8D8_9BACE
I1AR81	I1AR81_9RHOB
A0A0P0GIJ1	A0A0P0GIJ1_9BACE
A0A1W9GL51	A0A1W9GL51_9BACT
A0A1M6LB03	A0A1M6LB03_9BACE
A0A1Q6GPQ3	A0A1Q6GPQ3_9BACE
K9DR67	K9DR67_9BACE
A0A1I5G303	A0A1I5G303_9BURK
A0A1G7NXG9	A0A1G7NXG9_9BRAD
A0A1R1RDE3	A0A1R1RDE3_9BRAD
A0A0T5Z5X8	A0A0T5Z5X8_9GAMM
A0A0A7HC82	A0A0A7HC82_9MONI
A0A1I4XWH9	A0A1I4XWH9_9PROT
A0A1I3SXU4	A0A1I3SXU4_9BRAD
A0A1Q8YEH9	A0A1Q8YEH9_9BURK
A0A1H9FD00	A0A1H9FD00_9PSED
R4JX13	R4JX13_9ENTE
E1SLG1	E1SLG1_FERBD
A0A0E2J2L3	A0A0E2J2L3_CHLPS
A0A1E4V0E7	A0A1E4V0E7_9PSED
A0A1W6L8Y3	A0A1W6L8Y3_9BURK
A0A1C2BU20	A0A1C2BU20_9PORP
A0A1T5BQ23	A0A1T5BQ23_9BACT
O06682	O06682_TREDN
A0A2H6EPZ1	A0A2H6EPZ1_9BACT
A0A1H7I4E5	A0A1H7I4E5_9PROT
A0A1B9Z948	A0A1B9Z948_9BRAD
D1G1T1	D1G1T1_9MAGN
A0A173RY41	A0A173RY41_9FIRM
A0A1X3RF70	OBSOLETE
A0A174CB02	A0A174CB02_9FIRM
A0A1C5WUY0	A0A1C5WUY0_9FIRM
C0BF54	C0BF54_9FIRM
R6LHC6	R6LHC6_9FIRM
B1NGL0	B1NGL0_9MONI
A0A1B1AJD3	A0A1B1AJD3_9CAUL
A0A0M9E309	A0A0M9E309_9DELT
A0A2D9JC74	A0A2D9JC74_9PLAN
A0A1Y2QFU0	A0A1Y2QFU0_9BURK
A0A2E4KU26	A0A2E4KU26_9EURY
A0A2H5Y2F2	A0A2H5Y2F2_9BACT
A0A1Y3NXE5	A0A1Y3NXE5_9PSED
A0A1Q3NU89	A0A1Q3NU89_9BRAD
A0A2A4VMU9	A0A2A4VMU9_9PROT
G4WXI8	G4WXI8_9MONI
A0A1M2UZX8	A0A1M2UZX8_MARHY
A0A0Q0BJL8	A0A0Q0BJL8_PSESI
A0A2N6AZB4	A0A2N6AZB4_9RHIZ
A0A0R3MCB6	A0A0R3MCB6_9BRAD
A0A1B4B1P5	OBSOLETE
A0A099TCH3	A0A099TCH3_9RHOB
A0A176YDF4	A0A176YDF4_9BRAD
A0A176YXM8	A0A176YXM8_9BRAD
A0A1I2ZZ39	A0A1I2ZZ39_9GAMM
A0A088X282	OBSOLETE
A0A1B4A8S9	OBSOLETE
A0A1G3C3R9	A0A1G3C3R9_9BACT
A0A132C707	A0A132C707_9BURK
B8CVN4	B8CVN4_SHEPW
G7DB12	G7DB12_BRAJP
A0A0D9AKE1	A0A0D9AKE1_PSEFL
A0A1I6YL31	A0A1I6YL31_9GAMM
X0UGS2	X0UGS2_9ZZZZ
A0A103FKA2	OBSOLETE
U5NAQ5	U5NAQ5_9BURK
A0A1E3AI16	A0A1E3AI16_9FIRM
A0A1I2ZTI7	A0A1I2ZTI7_9FIRM
D4HM20	D4HM20_9PHAE
A0A1I3GRT7	A0A1I3GRT7_9PLAN
A0A080NFH2	A0A080NFH2_DELAC
Q09R99	Q09R99_PHYPA
A0A0T0Q0D0	A0A0T0Q0D0_9SPHN
